"C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Opera\Bulgarian National Radio Symphony Orchestra, John Landor & Patrick Marques - Cosí Fan Tutte, K.588 Act I - Un' Aura Amorosa.mp3"	"Bulgarian National Radio Symphony Orchestra, John Landor & Patrick Marques"	Un' Aura Amorosa
"C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Opera\Charles K. L. Davis, Stadium Symphony Orchestra of New York & Wilfred Pelletier - La Fanciulla del West Act III - Ch'ella Mi Creda.mp3"	"Charles K. L. Davis, Stadium Symphony Orchestra of New York & Wilfred Pelletier"	Ch'ella Mi Creda
"C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Opera\Charles K. L. Davis, Stadium Symphony Orchestra of New York & Wilfred Pelletier - La Traviata Act II - Lunge Da Lei...De Miei Bolenti Spiriti.mp3"	"Charles K. L. Davis, Stadium Symphony Orchestra of New York & Wilfred Pelletier"	Lunge Da Lei...De Miei Bolenti Spiriti
"C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Opera\Charles K. L. Davis, Stadium Symphony Orchestra of New York & Wilfred Pelletier - Manon Act II - En Ferment Les Yeux (Le Rêve).mp3"	"Charles K. L. Davis, Stadium Symphony Orchestra of New York & Wilfred Pelletier"	En Ferment Les Yeux (Le Rêve)
"C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Opera\Czech Symphony Orchestra, Julian Bigg & Susan McCulloch - Gianni Schicci Act I - O Mio Babbino Caro.mp3"	"Czech Symphony Orchestra, Julian Bigg & Susan McCulloch"	O Mio Babbino Caro
"C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Opera\Czech Symphony Orchestra, Julian Bigg & Susan McCulloch - La Bohème Act II - Quando M'en Vo (Musetta's Waltz Song).mp3"	"Czech Symphony Orchestra, Julian Bigg & Susan McCulloch"	Quando M'en Vo (Musetta's Waltz Song)
"C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Opera\Czech Symphony Orchestra, Julian Bigg, Prague Philharmonic Choir, John Oakman & Susan McCulloch - La Traviata Act I - Libiamo Ne'lieti (Brindisi ).mp3"	"Czech Symphony Orchestra, Julian Bigg, Prague Philharmonic Choir, John Oakman & Susan McCulloch"	Libiamo Ne'lieti (Brindisi )
"C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Opera\Czech Symphony Orchestra, Julian Bigg, Steven Page & John Oakman - The Pearlfishers Act I - Au Fond Du Temple Saint.mp3"	"Czech Symphony Orchestra, Julian Bigg, Steven Page & John Oakman"	Au Fond Du Temple Saint
"C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Opera\Rome Lyric Opera Orchestra & Chorus, Edoardo Brizio, Manlio Rocchi & Sonia Fortunato - La Sonnambula Act I - Prendi, L'anel Ti Dono.mp3"	"Rome Lyric Opera Orchestra & Chorus, Edoardo Brizio, Manlio Rocchi & Sonia Fortunato"	"Prendi, L'anel Ti Dono"
"C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Opera\Rome Opera House Orchestra, Alberto Paoletti & Anna La Pollo - Otello Act IV - Ave Maria.mp3"	"Rome Opera House Orchestra, Alberto Paoletti & Anna La Pollo"	Ave Maria
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Opera\Slovak Philharmonic Orchestra & Bystrik Rezucha - Die Meistersinger Von Nürnberg Prelude to Act 1.mp3	Slovak Philharmonic Orchestra & Bystrik Rezucha	Die Meistersinger Von Nürnberg Prelude to Act 1
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\R&B\Al Green - Let's Stay Together.mp3	Al Green	Let's Stay Together
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\R&B\Big Sean - My Last (feat. Chris Brown) [Single Version].mp3	Big Sean	My Last (feat. Chris Brown) [Single Version]
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\R&B\Bruno Mars - Marry You.mp3	Bruno Mars	Marry You
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\R&B\Diana King - Shy Guy.mp3	Diana King	Shy Guy
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\R&B\Duchess - All the Boyz (Radio Edit).mp3	Duchess	All the Boyz (Radio Edit)
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\R&B\Far East Movement - Like a G6 (feat. The Cataracs & Dev).mp3	Far East Movement	Like a G6 (feat. The Cataracs & Dev)
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\R&B\Kelly Rowland - Motivation (feat. Lil Wayne).mp3	Kelly Rowland	Motivation (feat. Lil Wayne)
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\R&B\Ne-Yo - One In a Million.mp3	Ne-Yo	One In a Million
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\R&B\Nicki Minaj - Super Bass.mp3	Nicki Minaj	Super Bass
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\R&B\Rihanna - Cheers (Drink to That) [Radio Edit].mp3	Rihanna	Cheers (Drink to That) [Radio Edit]
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\R&B\The Black Eyed Peas - Don't Stop the Party (Radio Edit Version).mp3	The Black Eyed Peas	Don't Stop the Party (Radio Edit Version)
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\R&B\Tina Moore - Never Gonna Let You Go (Kelly G. Bump-n-Go Mix).mp3	Tina Moore	Never Gonna Let You Go (Kelly G. Bump-n-Go Mix)
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\R&B\Toni Braxton - Un-Break My Heart (Frankie Knuckles Classic Radio Mix).mp3	Toni Braxton	Un-Break My Heart (Frankie Knuckles Classic Radio Mix)
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\R&B\Whitney Houston - It's Not Right But It's Okay.mp3	Whitney Houston	It's Not Right But It's Okay
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\R&B\Wretch 32 - Don't Go (feat. Josh Kumra) [Radio Edit].mp3	Wretch 32	Don't Go (feat. Josh Kumra) [Radio Edit]
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Rock\Alice Cooper - School's Out.mp3	Alice Cooper	School's Out
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Rock\Barenaked Ladies - Keepin' It Real.mp3	Barenaked Ladies	Keepin' It Real
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Rock\Black Sabbath - Loner.mp3	Black Sabbath	Loner
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Rock\Chris Rea - Let´s Dance.mp3	Chris Rea	Let´s Dance
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Rock\Def Leppard - Let's Get Rocked.mp3	Def Leppard	Let's Get Rocked
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Rock\Foo Fighters - Everlong.mp3	Foo Fighters	Everlong
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Rock\Heart - Barracuda.mp3	Heart	Barracuda
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Rock\Kiss - Rock And Roll All Nite.mp3	Kiss	Rock And Roll All Nite
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Rock\Led Zeppelin - Whole Lotta Love.mp3	Led Zeppelin	Whole Lotta Love
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Rock\Little River Band - Help Is On It's Way.mp3	Little River Band	Help Is On It's Way
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Rock\Lynard Skynard - Free Bird.mp3	Lynard Skynard	Free Bird
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Rock\Neil Young - Rockin' In The Free World.mp3	Neil Young	Rockin' In The Free World
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Rock\Queen - Now I'm Here.mp3	Queen	Now I'm Here
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Rock\The Kinks - Lola.mp3	The Kinks	Lola
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Rock\ZZ Top - Sharp Dressed Man.mp3	ZZ Top	Sharp Dressed Man
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Top 40\Arctic Monkeys - Do I Wanna Know.mp3	Arctic Monkeys	Do I Wanna Know
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Top 40\Beady Eye - Face The Crowd.mp3	Beady Eye	Face The Crowd
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Top 40\Bell X1 - I Will Follow You.mp3	Bell X1	I Will Follow You
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Top 40\Blue - Without You.mp3	Blue	Without You
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Top 40\Calvin Harris - Thinking About You (feat. Ayah Marar).mp3	Calvin Harris	Thinking About You (feat. Ayah Marar)
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Top 40\Cody Simpson - Summertime of Our Lives.mp3	Cody Simpson	Summertime of Our Lives
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Top 40\David Bowie - The Next Day.mp3	David Bowie	The Next Day
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Top 40\Editors - Honesty.mp3	Editors	Honesty
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Top 40\Empire Of The Sun - Alive.mp3	Empire Of The Sun	Alive
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Top 40\Franz Ferdinand - Right Action.mp3	Franz Ferdinand	Right Action
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Top 40\Gin Wigmore - Black Sheep.mp3	Gin Wigmore	Black Sheep
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Top 40\Jack Johnson - I Got You.mp3	Jack Johnson	I Got You
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Top 40\Miles Kane - Don't Forget Who You Are.mp3	Miles Kane	Don't Forget Who You Are
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Top 40\One Direction - Rock Me.mp3	One Direction	Rock Me
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\Top 40\The Script - Millionaires.mp3	The Script	Millionaires
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\US Pop\Backstreet Boys - In a World Like This.mp3	Backstreet Boys	In a World Like This
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\US Pop\Bruno Mars - Treasure.mp3	Bruno Mars	Treasure
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\US Pop\Ciara - I'm Out (feat. Nicki Minaj) -CLEAN-.mp3	Ciara	I'm Out (feat. Nicki Minaj) -CLEAN-
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\US Pop\Florida Georgia Line - Cruise.mp3	Florida Georgia Line	Cruise
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\US Pop\Gloria Estefan - How Long Has This Been Going On.mp3	Gloria Estefan	How Long Has This Been Going On
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\US Pop\Jason Isbell - Traveling Alone.mp3	Jason Isbell	Traveling Alone
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\US Pop\Justin Timberlake - Tunnel Vision.mp3	Justin Timberlake	Tunnel Vision
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\US Pop\Kelly Rowland - Dirty Laundry.mp3	Kelly Rowland	Dirty Laundry
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\US Pop\Mayer Hawthorne - The Stars Are Ours.mp3	Mayer Hawthorne	The Stars Are Ours
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\US Pop\Miley Cyrus - We Can't Stop.mp3	Miley Cyrus	We Can't Stop
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\US Pop\Rihanna - Right Now (feat. David Guetta).mp3	Rihanna	Right Now (feat. David Guetta)
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\US Pop\Robin Thicke - Blurred Lines (feat. T.I. & Pharrell).mp3	Robin Thicke	Blurred Lines (feat. T.I. & Pharrell)
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\US Pop\The Civil Wars - The One That Got Away.mp3	The Civil Wars	The One That Got Away
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\US Pop\The Goo Goo Dolls - Come to Me.mp3	The Goo Goo Dolls	Come to Me
C:\Users\jlanderson\Desktop\Dev\1013 DigE Audio\US Pop\Vampire Weekend - Unbelievers.mp3	Vampire Weekend	Unbelievers
